,id,Date,Title,Description
2205,2205,"March 03, 2019, Sunday",2008 recap? World is still blind to risks of these financial instruments,"Built into this speculative episode, like its predecessors, is a euphoric flight from reality and a blindness to risks that ..."
2206,2206,"March 02, 2019, Saturday",RBI imposes penalties of 2 crore on IDBI and Rs 1 crore on Dena Bank,Dena Bank said the Reserve Bank has imposed a penalty of Rs 20 million on it for non-compliance with the directions issued on ...
2207,2207,"March 01, 2019, Friday",Ex-Finance Secretary Hasmukh Adhia appointed non-executive chairman of BoB,The Appointments Committee of the Cabinet has approved his appointment as part-time non-official director as well as ...
2208,2208,"March 01, 2019, Friday","Ravneet Gill takes charge as new Yes Bank head, succeeds Rana Kapoor","Yes Bank Friday said Ravneet Gill has taken charge as its MD and CEO with immediate effect for a tenure of three years.
""Ravneet ..."
2209,2209,"March 01, 2019, Friday",A91 Emerging Fund to raise $250-300 million  to support SMEs,International Finance Corporation to invest up to $25 million for a 20% stake
2210,2210,"March 01, 2019, Friday",RBI inks $75-billion bilateral swap arrangement with Bank of Japan,The agreement was done during Prime Minister Narendra Modi's visit to Japan in October 2018
2211,2211,"March 01, 2019, Friday",RBI constitutes task force on offshore rupee market to address woes,The task force will submit its report by June- end.
2212,2212,"February 27, 2019, Wednesday","Banks say tough for them to reduce interest rates, cite market dynamics",Reserve Bank of India's rate cuts are proving to be ineffective in lowering rates
2213,2213,"February 27, 2019, Wednesday",Recapitalisation funds to take a while before accelerating credit growth,"Bulk of the recap funds to banks will go towards provisioning, and it will take time before it leads to acceleration of credit ..."
2214,2214,"February 27, 2019, Wednesday",$7 bn fund infusion into PSBs not enough to support lending growth: Fitch,"The finance ministry last week announced infusion of Rs 48,239 crore in 12 public sector banks in this fiscal to help them ..."
2215,2215,"February 27, 2019, Wednesday","Bank of Baroda to sell NPAs worth Rs 6,000 cr, including RCom debt",The bank has identified loans to 49 companies for sale
2216,2216,"February 27, 2019, Wednesday",RBI's proposed guidelines may trim future earnings of private bank CEOs,The proposed guidelines said their variable pay needs to constitute at least half of the total remuneration
2217,2217,"February 26, 2019, Tuesday",RBI proposes to rein in compensation packages of private bank CEOs,"Penalty on cards if bank underreports bad debt, provisioning"
2218,2218,"February 25, 2019, Monday","Led by NBFC-MFIs, microfinance loans grow 43% to Rs 1.7 trn in FY19: MFIN","NBFC-MFIs, which hold the largest share in  micro-credit space, were able to shake off impact of tight liquidity in Q3"
2219,2219,"February 25, 2019, Monday","A long wait for bank CEOs as RBI delays FY18 bonuses, stock options","It's only a matter of time before they are cleared, which will give the first glimpse of a new CEO compensation regime."
2220,2220,"February 25, 2019, Monday","Axis Bank plans organisational recast, synergy with subsidiaries","In December 2018, the bank announced that Rajiv Anand, executive director-retail banking has taken over as the executive ..."
2221,2221,"February 24, 2019, Sunday","Developers' borrowing costs go up by 300 bps on IL&FS fallout, slow sales","Along with HFCs, NBFCs account for about 60 per cent of real estate developers' loans as banks stayed away from lending to ..."
2222,2222,"February 24, 2019, Sunday",Finance Ministry hopes 3-4 banks to come out of PCA framework this year,"Dena Bank, which is among eight entities under PCA, will cease to exist from April 1, 2019."
2223,2223,"February 24, 2019, Sunday","IL&FS bond toxicity spreads rapidly, hits 4.7 million PLI policy holders","The IL&FS bond toxicity contagion is spreading rapidly. The virus has now spread to a rather large body of savers, in this case ..."
2224,2224,"February 22, 2019, Friday",RBI forms new NBFCs' category by merging 3 to ease operational flexibility,The decision was taken by the RBI in its last bi-monthly monetary policy
2225,2225,"February 22, 2019, Friday",Renewed US sanctions on Iran to give boost to NPA-burdened Uco Bank,Uco Bank expects its privileged status processing refiners' payments for Iranian oil shipments to add more than Rs 8 billion to ...
2226,2226,"February 22, 2019, Friday",Small savings investment hits a new high to fund power projects,"NSSF offers high-volume long-term debt funding, an area where the bond market falls short"
2227,2227,"February 22, 2019, Friday",RBI emphasises on quick transmission of monetary policy action by banks,RBI Governor Shaktikanta Das held the first meeting with heads of select commercial banks after the monetary policy review on ...
2228,2228,"February 21, 2019, Thursday",RBI governor Das asks bankers to pass on rate cut benefits to consumers,"Even after the last policy rate reduction, only two banks--SBI and Bank of Maharashtra--chose to do something, by lowering just ..."
2229,2229,"February 21, 2019, Thursday","Total gross loan of microfinance industry grows 6% to Rs 65,090 crore in Q3","Combined microcredit portfolio of all lenders as on December 31, 2018, was Rs 1,57,497 crore"
2230,2230,"February 21, 2019, Thursday",Lower growth capital remains a key challenge for banks under PCA,"Though capital adequacy and net NPAs will improve, banks will need more capital to expand"
2231,2231,"February 21, 2019, Thursday","Despite capital infusion, full turnaround two years away for PSBs: Moody's","Government had announced Rs 48,239 crore capital infusion into 12 public sector banks in this fiscal to help them maintain ..."
2232,2232,"February 21, 2019, Thursday",Fewer Kisan Credit Card borrowers as banks grapple with NPAs in farm sector,"Several public banks are now focusing on agriculture infrastructure credit, like warehouses and cold storages, while the growth ..."
2233,2233,"February 21, 2019, Thursday",This single bond bet involving Warren Buffet cost Deutsche Bank $1.6 bn,Deutsche Bank resisted for years reducing the value of those bonds and related derivatives on its books to a level that markets ...
2234,2234,"February 21, 2019, Thursday","Moody's changes YES Bank's outlook to stable, stock gains over 2%",Moody's assessed that the downside risks to the bank's credit profile have diminished
2235,2235,"February 20, 2019, Wednesday",FinMin expects bad loan recoveries to touch Rs 1.80 trillion in FY19,"With two major cases at the final stage of resolution, the Finance Ministry expects bad loan recoveries to touch Rs 1.80 lakh ..."
2236,2236,"February 20, 2019, Wednesday","Govt to infuse Rs 48,239 cr in 12 PSBs; Corporation Bank gets Rs 9,086 cr","Allahabad Bank will be provided Rs 6,896 crore"
2237,2237,"February 20, 2019, Wednesday","Shutting out foreign funds hurts India's bad-debt market, says BofA","In the past year, the US lender has had to team up with local asset reconstruction companies to purchase loans made to firms ..."
2238,2238,"February 19, 2019, Tuesday","Farm loan waiver, exposure to IL&FS may impact SBI's growth target","The bank's management, on its part, is confident about softening of bad loan or NPA with the recovery of Rs 34,000 crore from ..."
2239,2239,"February 19, 2019, Tuesday","YES Bank denies wrongdoing, says disclosure in line with guidelines","On February 14, the private lender had disclosed that the RAR had not found any divergence in asset classification and ..."
2240,2240,"February 19, 2019, Tuesday","NBFC liquidity normalises, fresh bond sales jump 30% in January: Report","Signalling an end to the  liquidity crisis that NBFCs have been facing since last  September, corporate bond issuances by them ..."
2241,2241,"February 19, 2019, Tuesday",NPA woes: India beats Italy to have world's worst non-performing loan ratio,"RBI said in December that the ratio for banks fell for the first time since 2015, though it's still 'high for comfort'"
2242,2242,"February 18, 2019, Monday",SBI to waive loans of CRPF personnel killed in Pulwama terror attack,The state-owned lender would also expedite payment of insurance amount of Rs 30 lakh each to the families of CRPF personnel
2243,2243,"February 18, 2019, Monday",HDFC Bank has no plans to cut down branch expansion to focus on tech: CEO,"India is the fastest growing major economy in the world and banking services are yet to reach all the people, Puri added"
2244,2244,"February 18, 2019, Monday","An app may be stealing your bank data, RBI warns digital, UPI users","Digital security concerns have assumed greater importance amid the Modi government's efforts to steer India towards a less-cash, ..."
2245,2245,"February 18, 2019, Monday",RBI Governor to discuss rate cut transmission with bank chiefs on Feb 21,"Commenting on mergers in the banking space, Finance Minister Arun Jaitley said India needs fewer and mega banks which are strong"
2246,2246,"February 18, 2019, Monday",SBI does not have any headroom to cut deposit rates: Chairman Rajnish Kumar,"In the current situation if I cut the rate of interest then I will have a problem, says Kumar"
2247,2247,"February 18, 2019, Monday",Top 12 corporate NPAs cost exchequer twice as much as farm loan waivers,"If recapitalisation of banks is welcomed, a farm loan waiver should be as acceptable"
2248,2248,"February 18, 2019, Monday",Irdai warns domestic insurers against 'shadow capital' from rogue brokers,The warning comes after the regulator received several whistle-blower complaints in the past two months against more than one of ...
2249,2249,"February 18, 2019, Monday","RBI working on strict, clear-cut clawback triggers for bank CEO pay",Linkage with RBI's compliance and inspection reports to be strengthened
2250,2250,"February 17, 2019, Sunday",Sebi may probe YES Bank for 'selective disclosure' leading to stock rise,"The sharp spurt in prices on Thursday had added more than Rs 2,000 crore (notional gains) to promoters' wealth"
2251,2251,"February 17, 2019, Sunday",Banks expect liquidity to remain tight in Q4 due to tax outflows: Survey,The eighth round of the survey for the period July to December 2018 witnessed participation of 23 banks.
2252,2252,"February 17, 2019, Sunday","First time in FY19, RBI turned net dollar buyer in Dec, bought $607 million","Between April and November 2108, the central bank had net sold $26.51 billion in the spot market against net purchase of $18.017 ..."
2253,2253,"February 17, 2019, Sunday","SBI charts 'new path', promotes employee health, family, work-life balance","The programme, christened Nayi Disha, focuses on work-life balance and also involves the staffs' immediate family members"
2254,2254,"February 17, 2019, Sunday","IL&FS-led liquidity woes, Aadhaar ban roil NBFCs, micro-lending dips by 15%",The liquidity crisis at NBFCs  triggered by the bankruptcy of IL&FS and the Supreme Court  verdict banning use of the Aadhaar ...
2255,2255,"February 17, 2019, Sunday",How easy credit from shadow banks has begun to haunt Indian realty sector,The regulator for housing-finance firms has allowed an accumulation of illiquid long-term assets with liquid short-term ...
2256,2256,"February 15, 2019, Friday",Allahabad Bank draws a road map to come out of PCA list by June,Allahabad Bank expects fresh capital infusion from the government by the end of this month or early next month
2257,2257,"February 15, 2019, Friday",RBI withdraws 20% limit on investments by FPIs in corporate bonds,The RBI said the directions in this regard have been issued the Foreign Exchange Management Act
2258,2258,"February 15, 2019, Friday",RBI governor Shaktikanta Das rules out asset quality review of NBFCs,Shaktikanta Das also discussed the current regulations and requirements for investment in fixed income for FPIs
2259,2259,"February 14, 2019, Thursday",Will cut interest rates further once marginal cost of funds declines: SBI,SBI announced only a 0.05% cut in interest rate on home loans of up to Rs 30 lakh despite the RBI cutting the repo rate by 0.25% ...
2260,2260,"February 13, 2019, Wednesday",Here are some steps that could be initiated against wilful defaulters,Defaulters cannot get additional finance from banks
2261,2261,"February 13, 2019, Wednesday","RBI finds no divergence in provisioning, asset classification: Yes Bank","The Reserve Bank of India assesses compliance by banks with extant prudential norms on income recognition, asset classification ..."
2262,2262,"February 13, 2019, Wednesday",A $23 bn manager is betting on India's struggling real estate sector,Developers in India are struggling as loans become harder to get from non-bank lenders whose own funding is drying up
2263,2263,"February 13, 2019, Wednesday","Despite RBI move, NBFCs' woes to continue till permanent funding fix found",The nuance that has been lost is whether the move is aimed more to free up the capital of banks or to help loan companies
2264,2264,"February 13, 2019, Wednesday",How top bankers left cushy jobs to become entrepreneurs,"The crowd which dares to walk alone is getting bigger as the years pass, reports Raghu Mohan"
2265,2265,"February 12, 2019, Tuesday","PSB bad loans under Mudra Yojana stand at Rs 7,277 cr: Govt to Parliament",Loans extended under PMMY from the inception of the scheme up to March 2018 were Rs 5.71 trn
2266,2266,"February 12, 2019, Tuesday",Govt brings single regulator Bill for intl financial services centres in RS,"Banking, capital markets and insurance sectors in IFSCs are regulated by multiple regulators at present"
2267,2267,"February 12, 2019, Tuesday",How a small Tamil Nadu bank beat India's largest banks in the stock market,"City Union Bank Ltd., a small lender based in Kumbakonam, has risen more than 27% over the last twelve months, the best ..."
2268,2268,"February 11, 2019, Monday","S&P affirms Indian Overseas Bank rating at 'BB', keeps outlook stable",International rating agency S&P  Global Monday affirmed credit rating of state-run Indian  Overseas Bank (IOB) at 'BB' and 'B' on ...
2269,2269,"February 11, 2019, Monday",Govt not considering any merger of PSBs at the moment: Reports,"The process of amalgamation is going on according to the schedule, the sources said. They added that the other proposal would be ..."
2270,2270,"February 10, 2019, Sunday","SBI, Oriental Bank put stressed assets on sale to recover Rs 5,740 in dues","The bulk of accounts up for sale by SBI are of small and medium enterprises that have dues amounting to Rs 4,667 crore"
2271,2271,"February 10, 2019, Sunday","Deposits in Jan Dhan accounts set to cross Rs 90,000 cr, shows govt data",The government has shifted the focus on accounts from 'every household' to 'every unbanked adult'
2272,2272,"February 10, 2019, Sunday",RBI MSME package to help recast Rs 1-trn loans for 700k accounts: Govt,The scheme announced by RBI is a one-time scheme wherein a loan tenor and interest rate can be revised without classifying the ...
2273,2273,"February 09, 2019, Saturday","Harmonisation of NBFCs to ease regulatory complications, say experts","As the IL&FS group defaulted on its debt obligations, the NBFC sector earned a bad reputation for itself and also went through a ..."
2274,2274,"February 09, 2019, Saturday",Former RBI governor Y V Reddy slams govt for meddling in RBI affairs,"Reddy said that by taking recourse to unprecedented practice of interim dividend, the government has compromised on the ..."
2275,2275,"February 08, 2019, Friday",High credit-deposit ratio restricts banks' ability to cut interest rates,SBI reduces rates by 5 basis points on home loans up to Rs 30 lakh
2276,2276,"February 08, 2019, Friday",Banks vs ATM operators: NPCI recommends a hike in interchange fee,Interchange fee is the amount charged by ATM operators for every transaction
2277,2277,"February 08, 2019, Friday",SBI cuts interest rate by 5 bps on home loans up to Rs 30 lakh,"""As the nation's largest lender, we have always kept customer interests at the centre,"" said SBI chairman Rajnish Kumar"
2278,2278,"February 08, 2019, Friday",Here's why banks are unlikely to match RBI's rate cut any time soon,"Making more credit available more cheaply is vital for Modi, who wants to please businesses, farmers and individual borrowers"
2279,2279,"February 08, 2019, Friday","UCO Bank Q3 net loss narrows to Rs 998 cr, income down at Rs 3,585 cr","UCO Bank's NPAs ballooned to 27.39% of gross loans at end of December 31, 2018"
2280,2280,"February 08, 2019, Friday",RBI rate cut fails to enliven bond yields after $100-billion G-sec blues,"The yield on the most-traded 2028 sovereign bonds fell just seven basis points, the rupee eked out a gain and the main stocks ..."
2281,2281,"February 07, 2019, Thursday",Offer window for restructuring large firms' stressed loans: Assocham to RBI,Calls for one-time relief that will allow restructuring of viable companies and not expose them to the threat of insolvency ...
2282,2282,"February 07, 2019, Thursday",Bank of Maharashtra cuts lending rate by 5 bps for loans with 6-month tenor,"Earlier in the day, the Reserve Bank cut its repo rate at which it lends to the system by 0.25% to 6.25%"
2283,2283,"February 07, 2019, Thursday","Too little, too late: Why experts not happy with RBI's rate cut gift to PM?","The rate cut will benefit Modi's government as it will boost economic growth and lending to small businesses, according to ..."
2284,2284,"February 07, 2019, Thursday",Irdai asks insurance firms to mitigate risks to prevent IL&FS-type fiascoes,"Following the recent defaults by  entities like the IL&FS, the regulator Irdai Thursday said  insurance companies will have to ..."
2285,2285,"February 07, 2019, Thursday",Rate cut to politically benefit Modi govt by boosting economic growth: RSS,"The central bank unexpectedly lowered interest rates and, as anticipated, shifted its stance to 'neutral' to boost a slowing ..."
2286,2286,"February 07, 2019, Thursday","Exit of BoI, BoM, OBC from PCA framework is credit positive: Moody's",Banks' net non-performing loan (NPL) ratios and capital -- two of the four parameters that the RBI tracks as part of the PCA ...
2287,2287,"February 07, 2019, Thursday",Global payments firms still pushing for free flow of data across borders,A few leading payment providers are actively engaging with the Reserve Bank of India (RBI) for allowing free flow of data across ...
2288,2288,"February 07, 2019, Thursday",Allahabad Bank posts net loss of  Rs 733 core in Q3; NPA rises to 18%,The bank will seek further capital infusion from the government by March 2019
2289,2289,"February 07, 2019, Thursday",IDFC First Bank targets 5.5% NIM in 5-6 years on higher yield on loans,"The retail loan portfolio, including SME credit, was over Rs 36,000 crore at end of Dec"
2290,2290,"February 07, 2019, Thursday",New RBI norms on bank subsidiaries to overhaul equity holding structures,The move comes at a time when a host of state-run banks are set to jettison some of their non-banking ventures to raise capital
2291,2291,"February 06, 2019, Wednesday",Cabinet okays single regulator for international financial services centres,Need for a separate unified regulator arose after the existing regulators expressed concerns that transactions in GIFT City can ...
2292,2292,"February 06, 2019, Wednesday","PNB aims to recover Rs 10,000 crore from bad loans in March quarter","State-run Punjab National Bank,  which returned to the black in the December quarter with a  modest profit after three successive ..."
2293,2293,"February 06, 2019, Wednesday",Bank liable for unauthorised withdrawal even if no reply to SMS alert: HC,"SMS alerts cannot be the basis to determine the liability of a customer, for there would be account holders who may not be in the ..."
2294,2294,"February 06, 2019, Wednesday","Banks need Rs 20 trillion deposits for credit growth, may up rates: Report","The healthier private sector lenders will account for up to 60 per cent of the incremental deposit mobilisation, domestic ratings ..."
2295,2295,"February 06, 2019, Wednesday","Madras HC allows ICICI Bank to recover Rs 221 cr from Subhiksha, guarantors","Confirming the order, V Suresh, counsel for ICICI Bank said that the court dismissed the revision petition and allowed the bank ..."
2296,2296,"February 06, 2019, Wednesday",NITI V-C Rajiv Kumar calls on RBI to cut interest rates to fire up economy,"'If you say there are job losses where is this growth coming from,' Kumar said in response to criticism about lack of generation ..."
2297,2297,"February 06, 2019, Wednesday","RBI slaps fines on Axis, UCO and Syndicate over various compliance issues",Uco Bank was fined Rs 2 crore for non-compliance on account payee cheques
2298,2298,"February 05, 2019, Tuesday",Fraud-hit PNB bounces back into black with Rs 246-crore profit in Q3,"Had suffered Rs 4,530-crore net loss in the second quarter of the current fiscal"
2299,2299,"February 05, 2019, Tuesday","RBI penalises Axis Bank, UCO and Syndicate over various compliance issues",Penalty of Rs 2 crore has been imposed each on Axis Bank and UCO Bank for non-compliance of norms related to payment through ...
2300,2300,"February 05, 2019, Tuesday","Banks yet to tag Rs 3.5-trn stressed corporate loans as NPAs, says report","Of the Rs 13.5-14 trillion stressed corporate loans, banks have recognised only Rs 10 trillion as of Sept 2018"
2301,2301,"February 05, 2019, Tuesday",Bad news for India's bond mkt: Global funds see pain ahead on fiscal woes,"Next trigger for bonds will come from the central bank's policy decision on Thursday, when it is expected to change its stance to ..."
2302,2302,"February 04, 2019, Monday",Lakshmi Vilas Bank reports a net loss of Rs 373 crore in Q3FY19,The total income for the October-December 2018 quarter was at Rs 762.47 crore as against Rs 817.57 crore registered a year ago.
2303,2303,"February 04, 2019, Monday",How about LIC Bank? With insurer as new owner IDBI Bank wants name change,"Bank board's proposal in this regard must receive nod from RBI, shareholders and Stock Exchanges; it is also subject to name ..."
2304,2304,"February 04, 2019, Monday","IDBI Bank Q3 net loss rises to Rs 4,185 cr on higher bad loan provisions",Its asset quality remains under severe pressure
2305,2305,"February 04, 2019, Monday","IDBI Bank reports threefold increase of loss to Rs 4,185.48 crore for Q3","The bank had reported a net loss of Rs 1,524.31 crore in the corresponding quarter of the previous fiscal"
2306,2306,"February 04, 2019, Monday",What is uniform stamp duty and how will it impact your stock transactions?,"Quite simply, you will end up paying a bit more on your stock deals"
2307,2307,"February 04, 2019, Monday",Can't disclose black money reports as Par Panel examining them: FinMin,"It denied to share the copies of these reports, saying the disclosure would cause breach of privilege of Parliament"
2308,2308,"February 04, 2019, Monday","IndoStar Capital to buy IIFL's CV finance biz with AUM worth Rs 3,949 cr","The boards of both companies have approved the transaction, however, the value of the deal has not been disclosed"
2309,2309,"February 03, 2019, Sunday",Uniform stamp duty for financial instruments may push M&A cost: Experts,"Such a move could drag states' ability to woo investors , say experts"
2310,2310,"February 03, 2019, Sunday","IndusInd Bank plans to foray into MF, insurance, stock-broking segments","The bank has partnered with Tata AIA for life insurance, Cholamandalam MS for general insurance"
2311,2311,"February 02, 2019, Saturday",Central Bank of India report a loss of Rs 718.23 crore for December quarter,"Its total income decreased to Rs 6,329.17 crore during the quarter under review, as against Rs 6,589.32 crore in the year-ago ..."
2312,2312,"February 02, 2019, Saturday",Ministry of Finance to merge two regional rural banks in Tamil Nadu,"Tamil Nadu Grama Bank reported around Rs 21,000 crore of business with 625 branches"
2313,2313,"February 01, 2019, Friday","State Bank of India Q3 net profit at Rs 3,954 cr; NII rises by 21.42%",Control on slippages and lower overhead expenses boosted bottom line
2314,2314,"February 01, 2019, Friday","Yes Bank senior group president Pralay Mondal resigns, stock falls 4%","Mondal, who resigned on Thursday, will serve notice till close of business hours of March 31,2019"
2315,2315,"February 01, 2019, Friday","YES Bank senior group president Pralay Mondal resigns, reason undisclosed","On January 31, Rana Kapoor's reign as the Managing Director and Chief Executive of Yes Bank, which was co-founded by him"
2316,2316,"February 01, 2019, Friday",Remaining 8 PSU banks to be out of PCA framework soon: FM in Budget speech,"Various steps taken by govt has helped the banks significantly and as a result 3 banks -- Bank of India, Bank of Maharashtra and ..."
2317,2317,"January 31, 2019, Thursday","RBI removes Bank of India, Bank of Maharshtra, OBC from PCA regime","Bank of India, Bank of Maharashtra, Oriental Bank of Commerce can resume normal business but will be under observation"
2318,2318,"January 31, 2019, Thursday","Govt launches probe against DHFL, issue may hit sector investment","A report by Cobrapost claimed that DHFL, through layers of 45 shell companies, allegedly siphoned off Rs 31,000 crore out of the ..."
2319,2319,"January 31, 2019, Thursday","RBI removes BoI, BoM, OBC from Prompt Corrective Action framework",RBI said that both BoI and BoM have Net NPAs of less than 6% as per Q3 results while OBC's net NPA has come down as the govt has ...
2320,2320,"January 31, 2019, Thursday","IRDAI asks insurers to provide for IL&FS exposure, wants mis-selling curbed","Regulator to approach GST council on reducing tax on property insurance, is upbeat about cyber security business"
2321,2321,"January 31, 2019, Thursday",Ex-CEO Chanda Kochhar may have to return over Rs 9-cr bonus to ICICI Bank,"Besides, Kochhar will also have to forgo her unexercised stocks options"
2322,2322,"January 31, 2019, Thursday","IL&FS exposure can't be written off, make provisions: Irdai to insurers","Insurance companies will have to  make provisions for their exposure to the crippled infra  lender IL&FS, industry regulator ..."
2323,2323,"January 31, 2019, Thursday",Second wave of crisis? How Essel can worsen shadow banks' cash crunch woes,Defaults at IL&FS have roiled the credit market and made it harder for other non-bank lenders to access funds
2324,2324,"January 31, 2019, Thursday","Thanks to NCLT, SBI finds fear can be potent weapon in recovering loans",Recent bankruptcy proceedings that wrested prominent companies from their owners were a wake up call for India's business ...
2325,2325,"January 30, 2019, Wednesday",B N Krishna committee vindicates CBI in ICICI-Videocon loan case: Officials,"The Justice B N Krishna committee report has vindicated the agency's stand, the officials said"
2326,2326,"January 30, 2019, Wednesday",Cobrapost allegations compound DHFL's woes in the wake of NBFC crisis,"First victim of the NBFC crisis, the company's m-cap already down by 60% since September"
2327,2327,"January 30, 2019, Wednesday",Chanda Kochhar says 'hurt and shocked' by ICICI Bank's decision to sack her,"'I am utterly disappointed, hurt and shocked by the decision', said Chanda Kochhar"
2328,2328,"January 30, 2019, Wednesday","ICICI Bank Q3 profit declines 3% to Rs 1,605 cr, GNPA ratio improves","Net interest income up 21% to Rs 6,875 cr, other income rises 9% to Rs 3,404 cr"
2329,2329,"January 30, 2019, Wednesday","Chanda Kochhar held guilty in ICICI probe report, will lose her perks",Lender has decided to treat her leave from the bank as a termination and claw back her bonuses from April 2009 to March 2018
2330,2330,"January 30, 2019, Wednesday",India Inc foreign borrowing trebles to $3.81 billion in December: RBI data,The domestic firms had raised $1.31 billion through the ECB route in December 2017
2331,2331,"January 30, 2019, Wednesday","ICICI Bank Q3 net profit drops 2.7% to Rs 1,605 cr; bad loans ease","A measure of asset quality, fell to 7.75 per cent at the end of December, from 8.54 per cent in the previous quarter and 7.82 per ..."
2332,2332,"January 30, 2019, Wednesday",ICICI-Videocon loan case: Srikrishna panel submits probe report to bank,The report has been tabled at the bank's board meeting and a discussion on the findings of the investigation is underway; board ...
2333,2333,"January 30, 2019, Wednesday",We will be conservative in our policies: Axis Bank CEO Amitabh Chaudhry,Wants to return to 18% RoE and sustain it
2334,2334,"January 29, 2019, Tuesday","Banks manage reward points costs with hike in slabs, explicit cuts","However, banks are managing these costs closely through a hike in slabs and some explicit cuts."
2335,2335,"January 29, 2019, Tuesday","Despite tough operating climate, Bajaj Finance's Q3 net profit jumps 54%","With concerns on funding costs put to rest, Bajaj Finance stocks rose over 2 per cent on Tuesday"
2336,2336,"January 29, 2019, Tuesday","PNB fraud: A year later, big blind spot on India's biggest banking whodunit","While RBI's supervisory bureaucracy was blindsided on PNB, it gave the sense of having put sound systems in place"
2337,2337,"January 29, 2019, Tuesday","PSBs would need another Rs 50,000 crore fund infusion in FY20: SBI report","This one year window has afforded an opportunity to PSBs by an estimated relief of around Rs 35,000-38,000 crore"
2338,2338,"January 29, 2019, Tuesday","Timely resolution of insolvency cases can free up Rs 67,000 cr: Icra",Report notes that Insolvency and Bankruptcy Code's success has been a mixed bag so far
2339,2339,"January 29, 2019, Tuesday","Bank of Baroda Q3 profit rises to Rs 471 crore, asset quality improves","Total income in the reported quarter increased at Rs 14,562.85 crore as compared to Rs 12,976.28 crore in the year-ago period"
2340,2340,"January 29, 2019, Tuesday","Axis Bank Q3 net profit surges 131% to Rs 1,681 crore, beats estimates",Gross non-performing loans fell to 5.75 per cent of total loans at the end of December
2341,2341,"January 29, 2019, Tuesday",The IL&FS soap opera has now created more drama; this time for Zee,The implosion of the highly rated lender raised financing costs for everyone who had borrowed short-term funds to invest in ...
2342,2342,"January 28, 2019, Monday",Public sector banks to turn more profitable: Piyush Goyal after review meet,RBI Governor Shaktikanta Das addressed the PSB chiefs earlier in the day and took stock of the liquidity situation
2343,2343,"January 28, 2019, Monday","CBI to soon summon Chanda Kochhar, other suspects in ICICI Bank case","It is alleged that during the tenure of Chanda Kochhar, six loans worth Rs 1,875 crore were cleared for Videocon Group and its ..."
2344,2344,"January 28, 2019, Monday",Canara Bank Q3 net up over two-fold to Rs 317.5 cr as NPA provisioning dips,"Provisions and contingencies during the reported quarter stood at Rs 1,977.34 cr, as compared to Rs 2,673.64 cr in the same ..."
2345,2345,"January 28, 2019, Monday",RBL Bank Q3 net up 36% at Rs 225 crore on better interest margins,Net Interest Income up 40% to 655 crore; improvement in asset quality seen in better NPA ratios
2346,2346,"January 28, 2019, Monday","Amid delayed insolvency process, Cantor, SC Lowy eye India's bad loans","Indian banks' bad debt problem, second in the world only to Italy, offer opportunities for a potentially lucrative form of ..."
2347,2347,"January 27, 2019, Sunday",Under-reporting policy claims may be behind rising health inflation,"IIB has analysed how prices of health insurance claims have risen over a seven-year period, since 2010"
2348,2348,"January 27, 2019, Sunday",Reality test needed for RBI credit rules,The RBI says banks may consider the applications from exporters and grant permission for opening or hiring of warehouses abroad
2349,2349,"January 27, 2019, Sunday",PNB board found no criminality against sacked executive directors,"On January 18, the finance ministry, issued an order to sack Rao and Sharan"
2350,2350,"January 27, 2019, Sunday",Tamil Nadu CM urges Modi to allow cooperative society to resume business,"Repco Micro Finance last year submitted a proposal for getting a licence as Small Finance Bank, but the Reserve Bank of India ..."
2351,2351,"January 27, 2019, Sunday",Govt empowers PSU banks to seek lookout circulars against wilful defaulters,The SFIO and PSU banks can initiate the process if they suspect that the defaulter may leave the country to escape the law
2352,2352,"January 26, 2019, Saturday",Don't cast net too wide: Jaitley on CBI's handling of ICICI Bank case,"CBI has named former ICICI Bank MD & CEO Chanda Kochhar, her husband Deepak Kochhar, Videocon Group promoter Venugopal Dhoot as ..."
2353,2353,"January 25, 2019, Friday",Explained: How digitisation achieved success on the back of demonetisation,"According to industry experts, 2017 was the year of digitisation"
2354,2354,"January 25, 2019, Friday",Direct taxes to exceed target of Rs 11.5 trillion in 2018-19: CBDT chairman,"In 2017-18, the revised estimate was higher than the Budget Estimate by 2.6%"
2355,2355,"January 25, 2019, Friday",Money trail: A timeline of CBI's probe into ICICI Bank-Videocon case,"On May,'09, Chanda Kochhar took over as ICICI Bank MD and CEO"
2356,2356,"January 25, 2019, Friday",Govt should stick to existing fiscal consolidation: PM's Advisory council,"The CSO in its latest forecast, has pegged GDP to grow at a rate of 7.2% for 2018-19"
2357,2357,"January 25, 2019, Friday",SC notice to RBI on pleas seeking contempt proceedings for violating RTI,The pleas claim that RBI and former governor Urjit Patel had 'willfully and deliberately' disobeyed SC's judgement asking the ...
2358,2358,"January 25, 2019, Friday",Indian Bank's Dec quarter net profit slumps 50% mainly on IL&FS exposure,NCLT proceedings and court cases have not been moving at the pace that the bank expected
2359,2359,"January 25, 2019, Friday","IOB Q3 loss narrows by 64% to Rs 346 cr, income up 12% to Rs 5,689 cr",Recoveries during the quarter surpass slippages; Provision coverage ratio improves to 64.23% in reporting quarter from 57.83% a ...
2360,2360,"January 25, 2019, Friday",Indian Bank Q3 net profit halves to Rs 152 cr on rising bad loan provisions,"Total income was up at Rs 5,269.10 crore from Rs 4,903.07 crore in the year-ago period"
